UserId,No Of Abuse Report,No Of Rejected Friend Requests,No Of Friend Requests Thar Are Not Accepted,No Of Friends,No Of Followers,No Of Likes To Unknown Account,No Of Comments Per Day,Fake Or Not Category
767,912,253,281,887,450,440,516,1
768,289,847,882,855,677,884,839,1
769,547,617,156,703,681,693,140,0
770,135,22,160,65,7,835,164,0
771,485,811,175,945,229,10,401,1
772,714,761,34,19,607,364,462,0
773,767,541,357,54,232,461,492,0
774,52,923,152,254,158,781,414,0
775,213,98,997,985,201,271,110,0
776,656,640,297,656,649,497,114,0
777,399,450,761,378,791,933,891,0
778,456,723,740,530,370,187,472,1
779,11,898,310,603,844,255,722,0
780,428,460,984,848,7,184,459,1
781,165,461,451,897,326,418,803,1
782,535,333,267,102,337,339,771,1
783,469,206,30,847,761,41,405,0
784,398,741,561,583,697,523,819,0
785,868,901,284,686,978,59,36,1
786,236,314,314,975,107,336,638,1
787,732,109,79,484,344,881,671,1
788,252,999,467,947,233,855,748,0
789,748,577,639,96,600,296,791,0
790,873,795,417,212,147,900,797,1
791,978,482,216,235,821,539,933,0
792,215,676,529,299,563,55,514,0
793,28,708,927,124,768,759,585,1
794,184,129,582,616,528,453,406,0
795,110,808,290,316,171,595,685,0
796,440,356,697,534,939,264,113,0
797,958,683,319,705,857,899,778,1
798,572,340,4,927,534,657,390,1
799,113,485,760,656,121,689,11,1
800,284,747,85,808,393,911,968,1
801,955,426,514,705,563,301,894,1
802,34,32,3,944,126,469,219,1
803,129,111,552,751,13,386,220,0
804,82,142,435,245,4,409,182,1
805,722,10,631,764,90,852,252,0
806,454,543,630,996,767,995,477,0
807,503,225,509,944,861,69,587,0
808,616,57,579,366,456,10,165,1
809,219,583,5,55,512,57,673,1
810,548,918,793,248,566,970,872,1
811,859,770,685,204,44,841,382,0
812,856,837,500,740,694,617,858,1
813,483,575,528,363,391,326,268,0
814,100,675,283,393,296,143,803,0
815,112,511,552,321,887,965,918,0
816,443,861,626,674,289,817,602,0
817,444,906,695,599,584,570,858,1
818,904,403,458,190,993,485,94,0
819,354,576,32,669,893,951,579,0
820,841,324,77,805,777,546,200,0
821,663,316,651,92,79,355,84,1
822,549,416,814,741,244,657,537,0
823,95,34,277,694,143,514,839,0
824,957,776,738,468,482,287,158,0
825,10,61,47,541,971,888,702,0
826,439,687,591,268,570,161,114,0
827,134,130,175,51,579,187,603,0
828,287,120,707,62,616,446,317,0
829,393,31,415,524,44,56,863,0
830,775,555,155,270,975,387,637,0
831,828,379,606,73,204,726,215,1
832,741,32,698,72,885,336,966,0
833,792,476,613,939,544,738,684,1
834,168,641,312,734,649,285,447,1
835,685,696,372,92,89,212,377,0
836,68,29,639,776,207,505,757,1
837,816,938,0,969,93,872,799,0
838,105,152,779,179,149,999,779,0
839,594,55,990,703,814,452,707,1
840,357,410,144,220,681,383,615,1
841,968,866,808,533,985,353,513,1
842,822,319,904,682,936,246,781,1
843,603,693,224,379,124,573,642,1
844,822,626,919,626,722,885,661,1
845,674,393,26,285,358,571,287,1
846,763,442,27,993,315,265,885,1
847,492,482,948,288,47,332,266,1
848,688,235,461,953,291,151,940,1
849,91,10,663,871,720,865,982,1
850,647,725,846,642,910,719,581,0
851,389,528,836,180,703,616,309,0
852,204,374,252,712,349,949,468,0
853,802,862,824,11,162,359,654,1
854,772,462,719,842,348,802,225,1
855,12,347,861,13,272,121,614,1
856,774,361,252,129,558,460,253,0
857,154,940,831,432,151,365,766,0
858,275,477,969,192,94,107,359,0
859,84,560,766,573,395,235,379,0
860,697,627,684,381,234,939,164,0
861,316,398,536,425,385,988,976,1
862,303,557,960,125,312,16,947,1
863,325,188,453,778,301,926,124,1
864,370,367,882,788,142,429,255,1
865,528,596,632,384,140,711,298,0
866,420,306,642,825,66,563,795,0
867,694,678,537,132,923,853,948,1
868,730,849,781,630,424,821,776,1
869,752,1,271,466,559,974,849,0
870,637,287,935,9,852,942,657,0
871,299,305,870,379,900,793,444,0
872,122,167,746,2,985,387,745,0
873,523,727,592,506,479,356,124,0
874,259,823,79,428,692,754,826,1
875,784,391,15,439,419,756,743,1
876,447,249,147,785,854,558,982,1
877,540,149,601,434,645,96,405,0
878,850,164,748,942,536,837,845,0
879,293,127,302,261,205,904,313,1
880,610,237,925,920,656,487,59,1
881,567,288,111,701,648,662,165,0
882,321,36,351,115,410,963,733,1
883,546,674,782,929,451,897,998,0
884,913,677,976,251,911,463,574,1
885,126,990,322,287,439,809,344,1
886,207,633,624,929,539,432,893,0
887,196,687,720,853,15,423,501,1
888,256,598,585,374,360,145,682,0
889,624,687,63,542,743,904,113,0
890,692,959,411,743,394,427,892,1
891,542,661,929,399,297,305,8,1
892,158,815,344,667,535,705,730,1
893,742,924,397,731,796,579,825,0
894,244,111,755,738,5,295,965,0
895,583,674,239,414,791,837,150,0
896,30,135,45,925,716,885,462,0
897,75,564,284,375,701,52,680,1
898,506,678,749,62,298,624,371,0
899,89,278,124,230,934,303,870,1
900,229,970,595,858,526,624,224,1
901,426,92,85,928,119,550,544,0
902,745,532,310,88,130,945,254,0
903,983,645,185,444,64,822,599,0
904,987,243,502,616,360,337,939,0
905,10,597,105,851,329,124,341,1
906,480,882,568,750,326,156,732,0
907,537,834,105,875,41,850,153,1
908,910,351,982,913,651,914,278,1
909,96,497,144,710,360,439,102,1
910,319,890,756,901,294,35,708,0
911,553,994,891,532,765,432,659,0
912,832,447,943,537,5,481,143,0
913,278,232,10,229,13,307,486,1
914,523,75,20,272,94,106,594,1
915,724,114,677,867,401,755,895,1
916,158,254,938,764,374,926,250,1
917,287,129,430,224,142,888,110,1
918,75,477,80,395,99,491,595,0
919,885,814,143,868,569,21,865,1
920,788,257,243,221,171,335,809,0
921,967,55,397,570,767,21,278,1
922,83,524,484,102,677,212,76,0
923,996,141,380,364,895,178,236,1
924,744,354,225,458,235,605,986,1
925,982,389,937,31,634,864,439,1
926,815,929,82,584,968,583,127,1
927,611,823,945,527,483,971,855,1
928,856,283,602,312,45,699,951,0
929,761,790,508,947,674,502,761,0
930,0,152,295,398,450,137,535,1
931,425,316,141,597,607,47,160,1
932,531,814,251,877,870,836,872,1
933,788,356,317,757,258,709,594,0
934,232,524,231,801,243,293,179,1
935,732,726,72,79,66,410,430,0
936,545,821,459,631,775,871,21,0
937,790,57,414,558,795,842,391,0
938,68,10,342,221,86,422,649,1
939,800,262,509,655,15,556,646,0
940,371,700,584,474,460,127,699,1
941,538,178,65,796,799,395,545,1
942,986,938,55,116,762,835,401,1
943,858,124,440,166,606,968,891,1
944,798,93,938,693,360,108,870,1
945,845,754,831,813,976,933,229,0
946,165,553,920,570,615,64,704,1
947,980,467,78,731,212,901,992,1
948,510,206,174,274,221,186,521,0
949,892,776,260,901,270,91,170,0
950,881,781,30,647,464,15,726,0
951,667,989,182,537,507,238,5,0
952,4,455,777,770,903,919,989,1
953,836,730,965,891,91,147,230,0
954,267,141,394,424,884,330,344,1
955,921,198,242,502,887,982,882,1
956,578,683,187,54,828,952,350,1
957,202,462,648,68,286,369,490,0
958,742,797,599,463,380,57,399,0
959,813,702,209,731,703,872,242,1
960,530,163,66,437,980,637,82,0
961,406,402,956,160,50,815,679,1
962,606,586,724,170,93,249,129,0
963,475,81,730,806,896,348,826,1
964,664,761,99,605,57,755,582,0
965,698,112,544,684,296,436,396,0
966,805,695,990,130,499,622,747,0
967,49,876,65,177,861,293,651,0
968,724,559,773,974,848,535,217,0
969,958,932,131,394,805,975,445,1
970,896,430,706,681,61,476,371,0
971,251,99,203,977,585,553,255,0
972,395,776,614,192,459,978,585,1
973,407,161,312,266,330,670,56,1
974,594,859,699,270,29,523,358,1
975,293,108,431,434,422,904,946,0
976,776,781,974,934,881,866,421,1
977,135,561,649,242,739,681,710,1
978,531,194,845,118,823,246,914,1
979,689,955,876,966,653,596,472,0
980,300,27,932,813,468,215,308,0
981,123,61,340,317,823,654,500,0
982,535,86,278,846,378,84,371,0
983,468,382,692,972,540,522,209,1
984,509,485,521,704,683,401,113,0
985,39,225,427,710,889,618,665,1
986,267,447,380,53,852,863,240,1
987,900,242,66,289,866,709,799,0
988,616,371,574,884,643,818,485,1
989,757,495,455,142,125,83,666,1
990,997,706,406,562,722,642,70,1
991,141,960,867,168,720,500,100,0
992,990,385,153,653,387,141,274,0
993,890,981,139,10,787,236,291,0
994,684,12,735,922,396,683,989,0
995,521,525,221,581,807,591,37,0
996,629,931,800,981,523,922,383,0
997,991,63,137,92,237,12,158,0
998,114,453,477,828,426,808,889,1
999,104,635,703,816,56,764,875,0
1000,908,955,978,523,209,22,5,1
1001,134,194,387,690,653,831,492,0
1002,286,548,178,244,831,203,54,0
1003,755,678,72,310,51,995,327,1
1004,735,850,285,849,738,214,455,0
1005,96,950,334,563,828,832,479,1
1006,908,607,23,850,486,743,493,0
1007,925,418,36,136,444,202,981,0
1008,489,316,32,383,21,716,625,0
1009,116,60,711,313,135,767,16,0
1010,706,242,424,622,160,891,27,1
1011,543,44,664,844,358,653,116,0
1012,402,942,430,876,762,653,539,0
1013,301,951,793,868,352,384,21,0
1014,260,864,164,442,35,100,814,0
1015,177,144,327,570,129,109,492,1
1016,130,816,272,249,301,533,977,0
1017,860,370,810,192,914,305,528,1
1018,120,539,411,870,585,943,561,1
1019,341,973,928,726,684,836,462,0
1020,356,588,858,818,789,238,626,1
1021,53,328,251,426,115,162,461,0
1022,357,657,853,217,957,383,192,1
1023,174,130,33,130,134,53,727,1
1024,611,265,301,770,727,981,395,1
1025,921,470,147,934,40,107,224,1
1026,283,139,335,564,830,812,921,1
1027,695,596,934,153,596,723,901,0
1028,913,684,252,924,683,347,697,1
1029,264,55,764,766,80,885,391,1
1030,974,678,942,419,856,655,881,0
1031,110,527,589,857,858,125,109,1
1032,822,759,278,546,241,414,709,1
1033,878,948,207,357,304,790,464,1
1034,169,12,358,677,128,803,546,1
1035,21,892,510,753,152,896,402,0
1036,765,157,765,606,852,975,573,0
1037,119,517,654,753,437,687,467,1
1038,159,53,952,82,617,28,604,1
1039,719,983,565,686,986,252,815,1
1040,302,429,232,24,81,102,612,0
1041,605,56,103,589,283,779,247,0
1042,154,491,1,498,639,595,964,1
1043,205,504,145,443,125,322,980,0
1044,834,267,838,883,96,792,149,0
1045,278,383,622,380,441,406,104,0
1046,718,152,804,69,422,45,345,1
1047,247,171,840,536,11,416,75,0
1048,577,532,208,512,214,326,827,0
1049,913,569,900,573,302,874,776,0
1050,520,234,399,574,690,353,759,1
1051,444,15,816,911,405,784,112,0
1052,366,566,468,551,916,122,184,1
1053,774,442,486,784,551,982,399,0
1054,59,165,269,145,721,837,601,1
1055,725,502,131,516,697,510,826,1
1056,903,18,541,994,425,477,808,0
1057,865,75,477,585,994,406,571,0
1058,451,238,443,831,819,963,541,1
1059,461,587,124,263,768,370,965,0
1060,203,469,287,313,85,694,205,1
1061,695,653,30,313,237,333,299,1
1062,668,786,751,575,264,439,260,0
1063,118,139,323,409,676,762,188,1
1064,290,292,992,259,44,166,26,0
1065,157,241,866,175,331,146,371,0
1066,398,844,737,613,431,735,487,1
1067,298,139,620,557,466,972,537,1
1068,391,707,414,12,831,220,585,0
1069,862,961,71,311,412,886,966,1
1070,842,632,622,320,120,382,158,1
1071,297,752,248,3,263,645,244,0
1072,442,231,329,548,708,103,758,1
1073,194,867,638,252,788,186,764,1
1074,712,620,309,241,946,168,243,0
1075,501,519,551,658,823,485,764,0
1076,492,882,111,82,778,669,920,0
1077,877,579,185,782,408,654,213,0
1078,223,625,908,555,232,728,212,1
1079,575,285,126,742,704,467,825,1
1080,265,819,132,183,629,988,973,0
1081,178,84,429,779,728,609,544,1
1082,97,437,318,723,918,333,498,0
1083,775,56,216,487,223,626,587,1
1084,492,771,423,240,123,835,478,1
1085,476,690,156,486,284,454,846,0
1086,237,337,593,847,88,78,516,0
1087,692,481,711,77,206,90,856,0
1088,826,734,638,902,760,689,847,1
1089,35,57,902,285,817,249,958,0
1090,692,954,924,537,793,168,901,1
1091,744,885,577,266,616,972,129,1
1092,870,14,574,896,262,639,607,1
1093,667,250,159,678,787,824,43,1
1094,303,388,91,580,550,322,558,0
1095,976,21,718,280,627,432,821,1
1096,590,121,516,909,807,188,430,1
1097,645,204,284,565,332,516,428,0
1098,939,8,528,563,17,780,123,1
1099,633,671,113,693,927,980,307,1
1100,178,884,842,99,498,119,304,1
1101,669,436,614,407,147,393,861,1
1102,737,801,583,675,636,397,195,0
1103,340,763,780,799,458,263,9,1
1104,718,321,601,341,740,336,693,1
1105,261,786,266,628,539,889,805,0
1106,998,725,381,429,442,81,646,1
1107,158,868,272,303,117,851,41,1
1108,37,763,624,925,213,299,797,1
1109,314,561,467,788,765,146,865,1
1110,259,527,394,557,37,753,730,0
1111,345,872,884,820,293,448,208,0
1112,627,600,475,832,588,49,379,0
1113,840,936,297,786,595,113,419,1
1114,691,960,179,708,486,176,134,0
1115,540,211,404,361,630,809,315,0
1116,274,880,79,214,799,198,866,0
1117,144,329,462,521,108,95,796,1
1118,181,712,366,609,159,813,710,0
1119,965,608,944,268,964,315,823,0
1120,964,29,364,199,846,407,944,0
1121,861,419,445,263,80,845,173,1
1122,806,200,229,545,742,697,62,1
1123,22,13,232,380,702,533,400,0
1124,544,724,913,740,113,148,337,1
1125,383,726,361,222,533,553,307,1
1126,228,857,831,213,467,515,399,1
1127,773,124,413,739,243,818,275,0
1128,503,588,710,12,613,498,125,1
1129,350,88,129,471,19,929,530,0
1130,240,416,351,645,848,948,313,0
1131,284,194,248,238,261,559,249,0
1132,571,166,254,927,79,150,103,1
1133,758,116,208,655,639,166,857,1
1134,393,126,152,56,714,41,412,1
1135,238,822,159,322,222,4,841,0
1136,650,541,818,993,40,978,933,1
1137,252,173,814,555,701,954,151,0
1138,824,73,154,464,835,280,658,0
1139,567,721,556,900,175,653,753,0
1140,213,511,151,216,204,781,42,1
1141,112,928,794,647,977,774,558,0
1142,239,885,531,170,204,941,784,0
1143,43,907,56,232,881,900,698,0
1144,801,825,742,203,127,969,641,1
1145,731,404,761,487,896,169,23,0
1146,667,969,712,178,426,337,943,1
1147,214,566,552,564,712,903,27,0
1148,242,409,913,59,210,617,704,0
1149,741,790,831,983,460,86,74,0
1150,56,312,300,334,525,138,18,1
1151,319,21,849,895,124,727,785,0
1152,306,900,455,776,785,884,363,0
1153,297,678,824,157,854,547,956,1
1154,489,108,390,363,603,100,486,1
1155,258,754,572,557,846,623,633,0
1156,812,811,231,795,45,863,202,0
1157,293,770,948,744,928,193,626,1
1158,763,825,451,169,205,50,579,0
1159,760,431,508,894,858,183,712,0
1160,663,974,759,898,281,846,898,1
1161,390,578,947,915,600,910,106,0
1162,582,889,62,94,336,826,919,0
1163,953,177,353,833,644,161,988,1
1164,801,51,385,440,243,456,393,1
1165,447,443,559,538,929,793,345,0
1166,640,180,905,189,260,231,374,0
1167,847,243,551,250,80,526,628,0
1168,181,928,951,371,98,667,671,0
1169,809,889,390,923,507,40,671,1
1170,571,557,467,686,662,219,683,1
1171,516,73,789,430,685,604,650,0
1172,897,448,436,155,569,621,1,1
1173,679,840,171,653,589,523,503,1
1174,77,731,969,270,412,3,26,0
1175,851,753,359,494,702,736,748,0
1176,13,644,391,632,366,704,698,0
1177,904,137,482,591,167,456,698,0
1178,339,631,72,175,734,80,884,0
1179,682,289,52,947,890,770,722,1
1180,307,355,970,452,432,46,203,1
1181,24,283,189,19,527,879,463,1
1182,94,899,700,607,176,966,132,1
1183,668,440,272,940,18,985,769,0
1184,492,807,569,818,637,994,967,0
1185,957,760,292,682,52,995,625,1
1186,476,519,54,595,176,938,52,0
1187,910,530,123,129,575,223,892,1
1188,648,408,680,812,849,241,901,1
1189,221,255,975,258,206,10,963,0
1190,849,462,839,853,795,190,879,0
1191,991,85,984,834,154,387,466,0
1192,24,535,44,85,381,873,146,1
1193,276,372,674,358,586,890,670,1
1194,340,442,63,465,645,894,471,1
1195,46,670,810,908,323,397,981,1
1196,435,424,515,319,287,289,183,1
1197,393,32,121,80,633,95,304,1
1198,826,473,820,227,202,192,439,0
1199,787,162,141,257,643,959,887,0
1200,885,216,892,939,307,831,644,1
1201,173,504,17,732,39,927,634,1
1202,539,116,847,425,118,293,221,0
1203,874,343,244,191,378,410,236,1
1204,925,165,467,370,448,65,285,1
1205,14,255,600,254,369,678,785,1
1206,776,445,750,600,468,926,207,1
1207,428,609,293,973,519,625,992,1
1208,712,526,347,630,697,802,234,1
1209,347,625,521,727,474,256,129,0
1210,499,924,728,223,936,67,563,1
1211,100,924,718,531,708,993,355,0
1212,283,239,988,147,744,459,262,1
1213,210,110,185,50,646,263,628,0
1214,139,535,970,765,342,55,304,1
1215,838,935,733,323,29,360,35,1
1216,299,702,493,621,556,183,108,0
1217,627,764,580,392,759,150,762,0
1218,510,265,49,617,107,702,846,0
1219,368,208,642,551,18,444,134,0
1220,902,541,344,704,25,751,16,0
1221,393,936,257,902,928,15,199,1
1222,887,783,771,454,232,84,824,1
1223,535,352,892,310,474,982,274,0
1224,575,295,342,5,332,440,349,1
1225,3,773,78,13,434,568,283,1
1226,91,580,109,915,796,754,3,1
1227,956,281,161,365,203,626,702,1
1228,386,703,384,625,383,440,974,1
1229,666,215,138,97,785,595,149,1
1230,135,689,300,570,779,465,166,0
1231,674,15,345,584,781,340,572,1
1232,32,112,468,171,863,53,479,1
1233,513,256,220,800,647,892,299,1
1234,582,557,477,814,380,495,971,0
1235,121,27,102,74,906,709,482,1
1236,223,167,651,706,730,173,179,1
1237,370,365,939,601,581,874,3,1
1238,581,523,401,13,289,517,621,0
1239,888,172,536,279,959,946,355,1
1240,451,703,409,284,830,653,374,0
1241,741,926,352,520,677,694,696,0
1242,362,774,78,654,362,110,765,1
1243,503,866,822,949,528,562,531,0
1244,461,443,185,767,325,210,475,1
1245,485,340,734,247,721,514,403,0
1246,984,458,761,453,586,499,667,0
1247,756,980,159,727,22,887,679,0
1248,367,482,842,622,103,315,866,0
1249,27,394,559,846,380,160,96,0
1250,503,508,697,256,109,205,993,1
1251,304,793,96,918,882,35,557,1
1252,433,933,439,567,711,833,332,1
1253,381,174,62,615,982,871,611,0
1254,602,506,187,635,862,957,556,0
1255,479,281,789,991,459,153,10,1
1256,458,672,186,587,757,831,497,1
1257,996,697,691,884,363,572,580,1
1258,511,641,945,897,684,237,44,0
1259,909,681,856,414,714,589,205,0
1260,611,941,291,519,864,347,646,1
1261,648,67,461,399,336,442,911,0
1262,52,772,707,978,576,484,797,0
1263,746,350,617,117,758,176,844,0
1264,909,397,630,726,805,849,12,0
1265,199,637,299,752,502,396,647,1
1266,393,85,528,373,489,459,365,0
1267,142,249,445,500,774,117,529,1
1268,724,98,228,463,809,510,912,1
1269,534,351,855,123,644,285,473,0
1270,52,475,849,150,572,556,910,1
1271,368,457,196,694,879,52,281,1
1272,485,939,559,376,607,524,512,0
1273,363,973,24,904,174,99,776,1
1274,738,906,955,111,280,790,106,0
1275,143,550,376,108,625,974,999,0
1276,167,41,833,360,845,722,906,1
1277,541,327,252,739,23,967,744,0
1278,501,817,827,210,417,856,258,0
1279,95,847,86,290,233,124,928,0
1280,512,968,680,598,574,490,396,1
1281,180,56,739,503,910,877,621,1
1282,309,63,821,211,4,762,521,1
1283,187,637,959,926,768,211,834,1
1284,987,148,948,275,227,830,857,0
1285,52,328,174,407,256,711,609,1
1286,947,654,99,361,992,580,881,0
1287,273,588,835,765,266,224,784,1
1288,774,221,890,936,212,720,807,0
1289,689,834,709,89,991,39,860,0
1290,576,568,681,165,582,850,82,0
1291,445,847,171,11,654,294,311,1
1292,957,734,408,467,424,343,352,0
1293,930,928,752,151,479,160,74,0
1294,411,632,996,928,322,516,845,1
1295,679,568,785,309,990,866,993,0
1296,280,648,920,567,289,851,782,0
1297,427,551,602,866,776,274,154,0
1298,205,380,135,740,777,684,166,1
1299,586,623,478,189,810,54,495,1
1300,113,428,892,441,654,72,512,0
1301,363,341,631,484,806,820,842,0
1302,421,385,978,225,472,175,131,0
1303,553,472,833,299,685,779,106,1
